0.550000000 -0.098734 -0.043654 12.439949 0.001160 -0.004833 -0.001633 0.999986
0.600000000 0.148196 -0.039302 13.946212 0.002436 -0.009358 -0.001753 0.999952
0.650000000 -0.166669 -0.054783 14.901747 0.002480 -0.008072 -0.001248 0.999964
0.700000000 -0.197347 -0.064498 16.126265 0.003108 -0.009743 0.000570 0.999948
0.750000000 -0.211492 -0.078138 17.320890 0.004117 -0.011521 0.000782 0.999925
0.800000000 -0.246179 -0.084121 18.555422 0.003967 -0.012630 0.001633 0.999911
0.850000000 -0.287504 -0.092554 19.790815 0.003122 -0.013509 0.001712 0.999902
0.900000000 -0.327257 -0.098874 21.011714 0.002869 -0.014147 0.001939 0.999894
0.950000000 -0.378216 -0.101471 22.207801 0.002920 -0.014752 0.002063 0.999885
1.000000000 -0.420810 -0.105561 23.398297 0.003225 -0.015341 0.002215 0.999875
1.050000000 -0.454074 -0.110710 24.605937 0.003647 -0.016208 0.002249 0.999859
1.100000000 -0.525908 -0.134973 25.806218 0.004125 -0.016486 0.002964 0.999851
1.150000000 -0.565200 -0.138748 27.034555 0.004440 -0.017153 0.002522 0.999840
1.200000000 -0.602657 -0.121319 28.255645 0.003725 -0.017417 0.000831 0.999841
1.250000000 -0.645212 -0.126480 29.430394 0.003012 -0.017412 0.000185 0.999844
1.300000000 -0.675744 -0.138501 30.641019 0.003178 -0.017728 -0.000363 0.999838
1.350000000 -0.723436 -0.151921 31.838834 0.003852 -0.017611 -0.000243 0.999837
1.400000000 -0.757655 -0.162908 33.016864 0.004861 -0.017600 -0.000019 0.999833
1.450000000 -0.797285 -0.172955 34.245077 0.005138 -0.017344 0.000577 0.999836
1.500000000 -0.834955 -0.186986 35.448894 0.004716 -0.016725 0.001005 0.999848
1.550000000 -0.887314 -0.192833 36.620445 0.004178 -0.015523 0.001508 0.999870
1.600000000 -0.906751 -0.223179 37.814865 0.003631 -0.014552 0.002055 0.999885
1.650000000 -0.966417 -0.251336 39.050787 0.003275 -0.012919 0.002176 0.999909
1.700000000 -0.978206 -0.250130 40.211748 0.003308 -0.011658 0.002655 0.999923
1.750000000 -0.996255 -0.253999 41.367791 0.003134 -0.010073 0.002744 0.999941
1.800000000 -1.022141 -0.270489 42.540100 0.002879 -0.008408 0.003696 0.999954
1.850000000 -1.036862 -0.269771 43.769578 0.003069 -0.006767 0.004393 0.999963
1.900000000 -1.097146 -0.262570 44.977524 0.003221 -0.004309 0.004314 0.999976
1.950000000 -1.079266 -0.288395 46.126636 0.002868 -0.002650 0.004756 0.999981
2.000000000 -0.991658 -0.282087 47.274451 0.003332 -0.001833 0.003545 0.999986
2.050000000 -1.082686 -0.296406 48.341684 0.003672 0.001330 0.003424 0.999987
2.100000000 -1.076471 -0.305232 49.552627 0.004226 0.003002 0.003221 0.999981
2.150000000 -1.080385 -0.281525 50.701958 0.004736 0.004717 0.003626 0.999971
2.200000000 -1.064577 -0.287948 51.859979 0.004804 0.006040 0.004336 0.999961
2.250000000 -1.063172 -0.292052 53.051765 0.004763 0.007128 0.004598 0.999953
2.300000000 -1.057901 -0.301204 54.160114 0.004951 0.007969 0.005142 0.999943
2.350000000 -1.041878 -0.317427 55.316166 0.005452 0.008363 0.004869 0.999938
2.400000000 -1.029212 -0.313405 56.476266 0.006467 0.008808 0.002354 0.999938
2.450000000 -1.031023 -0.302638 57.651338 0.005940 0.009084 0.001622 0.999940
2.500000000 -0.973645 -0.337929 58.753894 0.004106 0.008141 0.001251 0.999958
2.550000000 -0.941168 -0.353500 59.851553 0.002818 0.007816 0.002254 0.999963
2.600000000 -0.923513 -0.368033 60.998371 0.002102 0.007010 0.004191 0.999964
